course_code,canonical_title_current,observed_titles,first_seen_edition,last_seen_edition,active_current,contexts_seen,current_programs,current_program_count,historical_programs,historical_program_count,edition_count,ghost_flag,single_appearance_flag,stability_class,title_variant_class,current_title_confidence,canonical_cus,current_college,colleges_seen,notes_confidence
D252,Accounting Research and Critical Thinking,Accounting Research and Critical Thinking,2022-01,2026-03,True,AP,"Master of Science in Accounting, Auditing Specialization; Master of Science in Accounting, Financial Reporting Specialization; Master of Science in Accounting, Management Accounting Specialization; Master of Science in Accounting, Taxation Specialization",4,"Master of Science in Accounting, Auditing Specialization; Master of Science in Accounting, Financial Reporting Specialization; Master of Science in Accounting, Management Accounting Specialization; Master of Science in Accounting, Taxation Specialization; Master of Science, Accounting",5,51,False,False,stable,none,high,3,School of Business,College of Business | School of Business,
D253,Values-Based Leadership,Values-Based Leadership,2022-02,2026-03,True,AP,"Bachelor of Science, Accounting; Bachelor of Science, Business Management; Bachelor of Science, Communications; Bachelor of Science, Finance; Bachelor of Science, Healthcare Administration; Bachelor of Science, Human Resource Management; Bachelor of Science, Information Technology Management; Bachelor of Science, Marketing; Bachelor of Science, Supply Chain and Operations Management; Bachelor of Science, User Experience Design",10,"Bachelor of Science Business Administration, Accounting; Bachelor of Science Business Administration, Healthcare Management; Bachelor of Science Business Administration, Human Resource Management; Bachelor of Science Business Administration, Information Technology Management; Bachelor of Science Business Administration, Management; Bachelor of Science Business Administration, Marketing; Bachelor of Science Supply Chain and Operations Management; Bachelor of Science, Accounting; Bachelor of Science, Business Management; Bachelor of Science, Communications; Bachelor of Science, Finance; Bachelor of Science, Healthcare Administration; Bachelor of Science, Human Resource Management; Bachelor of Science, Information Technology Management; Bachelor of Science, Management; Bachelor of Science, Marketing; Bachelor of Science, Supply Chain and Operations Management; Bachelor of Science, User Experience Design; Certificate: Leadership",19,50,False,False,stable,none,high,3,School of Business,College of Business | School of Business,
D255,Professional Practice Experience I: Technical,Professional Practice Experience I: Technical,2020-11,2026-03,True,AP,"Bachelor of Science, Health Information Management; Bachelor of Science, Healthcare Administration",2,"Bachelor of Science, Health Information Management; Bachelor of Science, Healthcare Administration",2,56,False,False,stable,none,high,3,Leavitt School of Health; School of Business,College of Health Professions | Leavitt School of Health | School of Business,
D256,Principles of Management in Health,Principles of Management in Health Information Management | Principles of Management in Health,2020-11,2026-03,True,AP,"Bachelor of Science, Health Information Management",1,"Bachelor of Science, Health Information Management",1,56,False,False,stable,extraction_noise,high,3,Leavitt School of Health,College of Health Professions | Leavitt School of Health,PDF line-wrap artifact: shorter variant is a strict prefix of the canonical title.
D257,Healthcare Project Management,Healthcare Project Management,2020-11,2026-03,True,AP,"Bachelor of Science, Health Information Management",1,"Bachelor of Science, Health Information Management",1,56,False,False,stable,none,high,4,Leavitt School of Health,College of Health Professions | Leavitt School of Health,
D258,Organizational Leadership in Healthcare,Organizational Leadership in Healthcare,2020-11,2026-03,True,AP,"Bachelor of Science, Health Information Management",1,"Bachelor of Science, Health Information Management",1,56,False,False,stable,none,high,3,Leavitt School of Health,College of Health Professions | Leavitt School of Health,
D259,Professional Practice Experience II:,Professional Practice Experience II: Management | Professional Practice Experience II:,2020-11,2026-03,True,AP,"Bachelor of Science, Health Information Management",1,"Bachelor of Science, Health Information Management",1,56,False,False,stable,extraction_noise,high,4,Leavitt School of Health,College of Health Professions | Leavitt School of Health,PDF line-wrap artifact: shorter variant is a strict prefix of the canonical title.
D260,Health Information Management Capstone,Health Information Management Capstone,2020-11,2026-03,True,AP,"Bachelor of Science, Health Information Management",1,"Bachelor of Science, Health Information Management",1,56,False,False,stable,none,high,4,Leavitt School of Health,College of Health Professions | Leavitt School of Health,
D263,Frameworks for Strategic Decision-Making,Frameworks for Strategic Decision-Making,2022-12,2026-03,True,AP,"Master of Science in Marketing, Digital Marketing Specialization; Master of Science in Marketing, Marketing Analytics Specialization",2,"Master of Science in Marketing, Digital Marketing Specialization; Master of Science in Marketing, Marketing Analytics Specialization",2,40,False,False,moderate,none,high,3,School of Business,College of Business | School of Business,
D265,Critical Thinking: Reason and Evidence,Critical Thinking: Reason and Evidence,2020-11,2026-03,True,AP,"Bachelor of Science in Psychology; Bachelor of Science, Accounting; Bachelor of Science, Business Management; Bachelor of Science, Communications; Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Data Analytics; Bachelor of Science, Finance; Bachelor of Science, Health Information Management; Bachelor of Science, Health Science; Bachelor of Science, Health and Human Services; Bachelor of Science, Healthcare Administration; Bachelor of Science, Human Resource Management; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT); Bachelor of Science, Marketing; Bachelor of Science, Nursing - Prelicensure (Pre-Nursing); Bachelor of Science, Public Health; Bachelor of Science, Supply Chain and Operations Management; Bachelor of Science, User Experience Design",19,"Bachelor of Arts, Educational Studies in Elementary Education; Bachelor of Arts, Educational Studies in Special and Elementary Education; Bachelor of Arts, Elementary Education; Bachelor of Arts, Special Education and Elementary Education (Dual Licensure); Bachelor of Science Business Administration, Management; Bachelor of Science Business Administration, Marketing; Bachelor of Science Supply Chain and Operations Management; Bachelor of Science in Psychology; Bachelor of Science, Accounting; Bachelor of Science, Business Management; Bachelor of Science, Communications; Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Data Analytics; Bachelor of Science, Data Management/Data Analytics; Bachelor of Science, Finance; Bachelor of Science, Health Information Management; Bachelor of Science, Health Science; Bachelor of Science, Health and Human Services; Bachelor of Science, Healthcare Administration; Bachelor of Science, Human Resource Management; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT); Bachelor of Science, Information Technology (BSIT to MSITM); Bachelor of Science, Management; Bachelor of Science, Marketing; Bachelor of Science, Network Engineering and Security; Bachelor of Science, Network Engineering and Security Cisco Track; Bachelor of Science, Nursing - Prelicensure (Pre-Nursing); Bachelor of Science, Public Health; Bachelor of Science, Supply Chain and Operations Management; Bachelor of Science, User Experience Design; Master of Science, Information Technology Management portion",32,56,False,False,stable,none,high,3,Leavitt School of Health; School of Business; School of Technology,College of Business | College of Health Professions | College of Information Technology | Leavitt School of Health | School of Business | School of Education | School of Technology,
D266,World History: Diverse Cultures and Global,World History: Diverse Cultures and Global Connections | World History: Diverse Cultures and Global,2022-01,2026-03,True,AP,"Bachelor of Science in Psychology; Bachelor of Science, Business Management; Bachelor of Science, Communications; Bachelor of Science, Health Science; Bachelor of Science, Human Resource Management; Bachelor of Science, Marketing; Bachelor of Science, Nursing; Bachelor of Science, Nursing - Prelicensure (Pre-Nursing); Bachelor of Science, Public Health; Bachelor of Science, Supply Chain and Operations Management; Bachelor of Science, User Experience Design; Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)",14,"Bachelor of Science Business Administration, Human Resource Management; Bachelor of Science Business Administration, Management; Bachelor of Science Business Administration, Marketing; Bachelor of Science in Psychology; Bachelor of Science, Business Management; Bachelor of Science, Communications; Bachelor of Science, Health Science; Bachelor of Science, Human Resource Management; Bachelor of Science, Management; Bachelor of Science, Marketing; Bachelor of Science, Nursing; Bachelor of Science, Nursing - Prelicensure (Pre-Nursing); Bachelor of Science, Nursing [BSNU]; Bachelor of Science, Public Health; Bachelor of Science, Supply Chain and Operations Management; Bachelor of Science, User Experience Design; Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)",19,51,False,False,stable,extraction_noise,high,3,Leavitt School of Health; School of Business,College of Business | College of Health Professions | Leavitt School of Health | School of Business,PDF line-wrap artifact: shorter variant is a strict prefix of the canonical title.
D267,US History: Stories of American Democracy,US History: Stories of American Democracy,2023-01,2026-03,True,AP,"Bachelor of Science, Accounting; Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Cisco; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure; Bachelor of Science, Finance",6,"Bachelor of Arts, Educational Studies in Elementary Education; Bachelor of Arts, Educational Studies in Middle Grades Mathematics Education; Bachelor of Arts, Educational Studies in Middle Grades Science Education; Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education; Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Arts, Educational Studies in Special and Elementary Education; Bachelor of Arts, Elementary Education; Bachelor of Arts, Special Education and Elementary Education (Dual Licensure); Bachelor of Arts, Special Education, Mild to Moderate; Bachelor of Science Supply Chain and Operations Management; Bachelor of Science, Accounting; Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Cisco; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure; Bachelor of Science, Finance; Bachelor of Science, Mathematics Education (Middle Grades); Bachelor of Science, Mathematics Education (Secondary); Bachelor of Science, Science Education (Middle Grades); Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics); Bachelor of Science, Supply Chain and Operations Management",28,39,False,False,moderate,none,high,3,School of Business; School of Technology,College of Business | School of Business | School of Education | School of Technology,
D268,Introduction to Communication: Connecting,Introduction to Communication: Connecting with Others | Introduction to Communication: Connecting,2020-11,2026-03,True,AP,"Bachelor of Arts, Educational Studies in Elementary Education; Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education; Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Arts, Educational Studies in Special and Elementary Education; Bachelor of Arts, Elementary Education; Bachelor of Arts, Special Education and Elementary Education (Dual Licensure); Bachelor of Arts, Special Education, Mild to Moderate; Bachelor of Science in Psychology; Bachelor of Science, Accounting; Bachelor of Science, Business Management; Bachelor of Science, Communications; Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Data Analytics; Bachelor of Science, Finance; Bachelor of Science, Health Information Management; Bachelor of Science, Health Science; Bachelor of Science, Health and Human Services; Bachelor of Science, Healthcare Administration; Bachelor of Science, Human Resource Management; Bachelor of Science, Marketing; Bachelor of Science, Mathematics Education (Secondary); Bachelor of Science, Nursing; Bachelor of Science, Nursing - Prelicensure (Pre-Nursing); Bachelor of Science, Public Health; Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics); Bachelor of Science, Supply Chain and Operations Management; Bachelor of Science, User Experience Design; Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)",39,"Bachelor of Arts, Educational Studies in Elementary Education; Bachelor of Arts, Educational Studies in Middle Grades Mathematics Education; Bachelor of Arts, Educational Studies in Middle Grades Science Education; Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education; Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Arts, Educational Studies in Special and Elementary Education; Bachelor of Arts, Elementary Education; Bachelor of Arts, Special Education and Elementary Education (Dual Licensure); Bachelor of Arts, Special Education, Mild to Moderate; Bachelor of Science Business Administration, Human Resource Management; Bachelor of Science Business Administration, Management; Bachelor of Science Business Administration, Marketing; Bachelor of Science Supply Chain and Operations Management; Bachelor of Science in Psychology; Bachelor of Science, Accounting; Bachelor of Science, Business Management; Bachelor of Science, Cloud Computing; Bachelor of Science, Cloud Computing – Amazon Web Services track; Bachelor of Science, Cloud Computing – Microsoft Azure track; Bachelor of Science, Communications; Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Data Analytics; Bachelor of Science, Data Management/Data Analytics; Bachelor of Science, Finance; Bachelor of Science, Health Information Management; Bachelor of Science, Health Science; Bachelor of Science, Health and Human Services; Bachelor of Science, Healthcare Administration; Bachelor of Science, Human Resource Management; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSITM); Bachelor of Science, Management; Bachelor of Science, Marketing; Bachelor of Science, Mathematics Education (Middle Grades); Bachelor of Science, Mathematics Education (Secondary); Bachelor of Science, Nursing; Bachelor of Science, Nursing - Prelicensure (Pre-Nursing); Bachelor of Science, Nursing [BSNU]; Bachelor of Science, Public Health; Bachelor of Science, Science Education (Middle Grades); Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics); Bachelor of Science, Supply Chain and Operations Management; Bachelor of Science, User Experience Design; Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)",55,56,False,False,stable,extraction_noise,high,3,Leavitt School of Health; School of Business; School of Education; School of Technology,College of Business | College of Health Professions | College of Information Technology | Leavitt School of Health | School of Business | School of Education | School of Technology,PDF line-wrap artifact: shorter variant is a strict prefix of the canonical title.
D269,Composition: Writing with a Strategy,Composition: Writing with a Strategy,2020-11,2026-03,True,AP,"Bachelor of Arts, Educational Studies in Elementary Education; Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education; Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Arts, Educational Studies in Special and Elementary Education; Bachelor of Arts, Elementary Education; Bachelor of Arts, Special Education and Elementary Education (Dual Licensure); Bachelor of Arts, Special Education, Mild to Moderate; Bachelor of Science in Psychology; Bachelor of Science, Communications; Bachelor of Science, Data Analytics; Bachelor of Science, Finance; Bachelor of Science, Health Information Management; Bachelor of Science, Health Science; Bachelor of Science, Health and Human Services; Bachelor of Science, Healthcare Administration; Bachelor of Science, Human Resource Management; Bachelor of Science, Mathematics Education (Secondary); Bachelor of Science, Nursing; Bachelor of Science, Nursing - Prelicensure (Pre-Nursing); Bachelor of Science, Public Health; Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics); Bachelor of Science, User Experience Design; Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)",32,"Bachelor of Arts, Educational Studies in Elementary Education; Bachelor of Arts, Educational Studies in Middle Grades Mathematics Education; Bachelor of Arts, Educational Studies in Middle Grades Science Education; Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education; Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Arts, Educational Studies in Special and Elementary Education; Bachelor of Arts, Elementary Education; Bachelor of Arts, Special Education and Elementary Education (Dual Licensure); Bachelor of Arts, Special Education, Mild to Moderate; Bachelor of Science Business Administration, Human Resource Management; Bachelor of Science Supply Chain and Operations Management; Bachelor of Science in Psychology; Bachelor of Science, Cloud Computing; Bachelor of Science, Cloud Computing - Amazon Web Services track; Bachelor of Science, Cloud Computing - Microsoft Azure track; Bachelor of Science, Cloud Computing – Amazon Web Services track; Bachelor of Science, Cloud Computing – Microsoft Azure track; Bachelor of Science, Communications; Bachelor of Science, Data Analytics; Bachelor of Science, Data Management/Data Analytics; Bachelor of Science, Finance; Bachelor of Science, Health Information Management; Bachelor of Science, Health Science; Bachelor of Science, Health and Human Services; Bachelor of Science, Healthcare Administration; Bachelor of Science, Human Resource Management; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSITM); Bachelor of Science, Mathematics Education (Middle Grades); Bachelor of Science, Mathematics Education (Secondary); Bachelor of Science, Network Engineering and Security; Bachelor of Science, Network Engineering and Security Cisco Track; Bachelor of Science, Nursing; Bachelor of Science, Nursing - Prelicensure (Pre-Nursing); Bachelor of Science, Nursing [BSNU]; Bachelor of Science, Public Health; Bachelor of Science, Science Education (Middle Grades); Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics); Bachelor of Science, Supply Chain and Operations Management; Bachelor of Science, User Experience Design; Master of Science, Information Technology Management portion; Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)",51,56,False,False,stable,none,high,3,Leavitt School of Health; School of Business; School of Education; School of Technology,College of Business | College of Health Professions | College of Information Technology | Leavitt School of Health | School of Business | School of Education | School of Technology,
D270,Composition: Successful Self-Expression,Composition: Successful Self-Expression,2020-11,2026-03,True,AP,"Bachelor of Arts, Educational Studies in Elementary Education; Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education; Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Arts, Educational Studies in Special and Elementary Education; Bachelor of Arts, Elementary Education; Bachelor of Arts, Special Education and Elementary Education (Dual Licensure); Bachelor of Arts, Special Education, Mild to Moderate; Bachelor of Science in Psychology; Bachelor of Science, Accounting; Bachelor of Science, Business Management; Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Cisco; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure; Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Health Information Management; Bachelor of Science, Human Resource Management; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT); Bachelor of Science, Marketing; Bachelor of Science, Mathematics Education (Secondary); Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics); Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]; Bachelor of Science, Supply Chain and Operations Management",35,"Bachelor of Arts, Educational Studies in Elementary Education; Bachelor of Arts, Educational Studies in Middle Grades Mathematics Education; Bachelor of Arts, Educational Studies in Middle Grades Science Education; Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education; Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Arts, Educational Studies in Special and Elementary Education; Bachelor of Arts, Elementary Education; Bachelor of Arts, Special Education and Elementary Education (Dual Licensure); Bachelor of Arts, Special Education, Mild to Moderate; Bachelor of Science Business Administration, Human Resource Management; Bachelor of Science Business Administration, Management; Bachelor of Science Business Administration, Marketing; Bachelor of Science in Psychology; Bachelor of Science, Accounting; Bachelor of Science, Business Management; Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Cisco; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure; Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Health Information Management; Bachelor of Science, Human Resource Management; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT); Bachelor of Science, Information Technology (BSIT to MSITM); Bachelor of Science, Management; Bachelor of Science, Marketing; Bachelor of Science, Mathematics Education (Middle Grades); Bachelor of Science, Mathematics Education (Secondary); Bachelor of Science, Science Education (Middle Grades); Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics); Bachelor of Science, Software Engineering; Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]; Bachelor of Science, Supply Chain and Operations Management; Master of Science, Information Technology Management portion",46,56,False,False,stable,none,high,3,Leavitt School of Health; School of Business; School of Education; School of Technology,College of Business | College of Health Professions | College of Information Technology | Leavitt School of Health | School of Business | School of Education | School of Technology,
D276,Web Development Foundations,Web Development Foundations,2022-05,2026-03,True,AP,"Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Data Analytics; Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]",6,"Bachelor of Science, Cloud Computing; Bachelor of Science, Cloud Computing - Amazon Web Services track; Bachelor of Science, Cloud Computing - Microsoft Azure track; Bachelor of Science, Cloud Computing – Amazon Web Services track; Bachelor of Science, Cloud Computing – Microsoft Azure track; Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Data Analytics; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSITM); Bachelor of Science, Network Engineering and Security; Bachelor of Science, Network Engineering and Security Cisco Track; Bachelor of Science, Software Engineering; Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]; Certificate: Front End Web Development; Master of Science, Information Technology Management portion",18,47,False,False,moderate,none,high,3,School of Technology,College of Information Technology | School of Technology,
D277,Front-End Web Development,Front-End Web Development,2023-01,2026-03,True,AP,"Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]",3,"Bachelor of Science, Software Engineering; Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]; Certificate: Front End Web Development; Master of Science, Information Technology Management portion",6,39,False,False,moderate,none,high,3,School of Technology,College of Information Technology | School of Technology,
D278,Scripting and Programming - Foundations,Scripting and Programming - Foundations,2022-05,2026-03,True,AP,"Bachelor of Science, Computer Science; Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Data Analytics; Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]",6,"Bachelor of Science, Cloud Computing; Bachelor of Science, Cloud Computing - Amazon Web Services track; Bachelor of Science, Cloud Computing - Microsoft Azure track; Bachelor of Science, Cloud Computing – Amazon Web Services track; Bachelor of Science, Cloud Computing – Microsoft Azure track; Bachelor of Science, Computer Science; Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Data Analytics; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSITM); Bachelor of Science, Network Engineering and Security; Bachelor of Science, Network Engineering and Security Cisco Track; Bachelor of Science, Software Engineering; Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]; Certificate: Front End Web Development; Master of Science, Information Technology Management portion",18,47,False,False,moderate,none,high,3,School of Technology,College of Information Technology | School of Technology,
D279,User Interface Design,User Interface Design,2023-01,2026-03,True,AP,"Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]",3,"Bachelor of Science, Software Engineering; Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]; Certificate: Front End Web Development; Master of Science, Information Technology Management portion",6,39,False,False,moderate,none,high,3,School of Technology,College of Information Technology | School of Technology,
D280,JavaScript Programming,JavaScript Programming,2023-01,2026-03,True,AP,"Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]",3,"Bachelor of Science, Software Engineering; Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]; Certificate: Front End Web Development; Master of Science, Information Technology Management portion",6,39,False,False,moderate,none,high,3,School of Technology,College of Information Technology | School of Technology,
D281,Linux Foundations,Linux Foundations,2022-05,2026-03,True,AP,"Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Cisco; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure; Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT)",9,"Bachelor of Science, Cloud Computing; Bachelor of Science, Cloud Computing - Amazon Web Services track; Bachelor of Science, Cloud Computing - Microsoft Azure track; Bachelor of Science, Cloud Computing – Amazon Web Services track; Bachelor of Science, Cloud Computing – Microsoft Azure track; Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Cisco; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure; Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT); Bachelor of Science, Information Technology (BSIT to MSITM); Bachelor of Science, Network Engineering and Security; Bachelor of Science, Network Engineering and Security Cisco Track; Certificate: Web Application Deployment and Support; Master of Science, Information Technology Management portion",19,47,False,False,moderate,none,high,3,School of Technology,College of Information Technology | School of Technology,
