scope,course_code,title,cus,program_count,colleges,programs
AP,D202,Human Growth and Development,3,10,School of Business; Leavitt School of Health,"Bachelor of Science, Healthcare Administration; Bachelor of Science, Nursing - Prelicensure (Pre-Nursing); Bachelor of Science, Nursing; Bachelor of Science, Health and Human Services; Bachelor of Science, Health Science; Bachelor of Science in Psychology; Bachelor of Science, Public Health; Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)"
AP,D203,Fundamentals of Anatomy and Physiology,3,4,Leavitt School of Health,"Bachelor of Science, Health Information Management; Bachelor of Science, Health and Human Services; Bachelor of Science in Psychology; Bachelor of Science, Public Health"
AP,D215,Auditing,3,1,School of Business,"Bachelor of Science, Accounting"
AP,D216,Business Law for Accountants,3,2,School of Business,"Bachelor of Science, Accounting; Bachelor of Science, Finance"
AP,D217,Accounting Information Systems,3,1,School of Business,"Bachelor of Science, Accounting"
AP,D218,Intrapersonal Leadership and Professional Growth,3,2,Leavitt School of Health,"Bachelor of Science, Nursing - Prelicensure (Nursing); Bachelor of Science, Nursing"
AP,D219,Scholarship in Nursing Practice,3,2,Leavitt School of Health,"Bachelor of Science, Nursing - Prelicensure (Nursing); Bachelor of Science, Nursing"
AP,D220,Information Technology in Nursing Practice,3,2,Leavitt School of Health,"Bachelor of Science, Nursing - Prelicensure (Nursing); Bachelor of Science, Nursing"
AP,D221,Organizational Systems and Healthcare Transformation,3,2,Leavitt School of Health,"Bachelor of Science, Nursing - Prelicensure (Nursing); Bachelor of Science, Nursing"
AP,D222,Comprehensive Health Assessment,3,4,Leavitt School of Health,"Bachelor of Science, Nursing; Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)"
AP,D223,Healthcare Policy and Economics,3,4,Leavitt School of Health,"Bachelor of Science, Nursing; Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)"
AP,D224,Global and Population Health,4,3,Leavitt School of Health,"Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)"
AP,D225,Emerging Professional Practice,3,3,Leavitt School of Health,"Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)"
AP,D226,BSNU Capstone,3,1,Leavitt School of Health,"Bachelor of Science, Nursing"
AP,D235,Interprofessional Communication and Leadership in Healthcare,2,4,Leavitt School of Health,"Bachelor of Science, Nursing; Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)"
AP,D236,Pathophysiology,3,6,Leavitt School of Health,"Bachelor of Science, Nursing - Prelicensure (Pre-Nursing); Bachelor of Science, Nursing; Bachelor of Science, Health Science; Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)"
AP,D246,Influential Communication through Visual Design and,3,11,School of Business; Leavitt School of Health; School of Technology,"Bachelor of Science, Marketing; Bachelor of Science, Communications; Bachelor of Science, User Experience Design; Bachelor of Science in Psychology; Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Cisco; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure; Bachelor of Science, Data Analytics; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT)"
AP,D250,Governmental and Nonprofit Accounting,3,1,School of Business,"Master of Science in Accounting, Financial Reporting Specialization"
AP,D251,Advanced Auditing,3,2,School of Business,"Master of Science in Accounting, Auditing Specialization; Master of Science in Accounting, Financial Reporting Specialization"
AP,D252,Accounting Research and Critical Thinking,3,4,School of Business,"Master of Science in Accounting, Auditing Specialization; Master of Science in Accounting, Financial Reporting Specialization; Master of Science in Accounting, Management Accounting Specialization; Master of Science in Accounting, Taxation Specialization"
AP,D253,Values-Based Leadership,3,11,School of Business,"Bachelor of Science, Accounting; Bachelor of Science, Human Resource Management; Bachelor of Science, Information Technology Management; Bachelor of Science, Business Management; Bachelor of Science, Marketing; Bachelor of Science, Communications; Bachelor of Science, Finance; Bachelor of Science, Healthcare Administration; Bachelor of Science, Project Management; Bachelor of Science, Supply Chain and Operations Management; Bachelor of Science, User Experience Design"
AP,D255,Professional Practice Experience I: Technical,3,2,School of Business; Leavitt School of Health,"Bachelor of Science, Healthcare Administration; Bachelor of Science, Health Information Management"
AP,D256,Principles of Management in Health Information Management,3,1,Leavitt School of Health,"Bachelor of Science, Health Information Management"
AP,D257,Healthcare Project Management,4,1,Leavitt School of Health,"Bachelor of Science, Health Information Management"
AP,D258,Organizational Leadership in Healthcare,3,1,Leavitt School of Health,"Bachelor of Science, Health Information Management"
AP,D259,Professional Practice Experience II: Management,4,1,Leavitt School of Health,"Bachelor of Science, Health Information Management"
AP,D260,Health Information Management Capstone,4,1,Leavitt School of Health,"Bachelor of Science, Health Information Management"
AP,D263,Frameworks for Strategic Decision-Making,3,3,School of Business,"Master of Science in Marketing, Digital Marketing Specialization; Master of Science in Marketing, Marketing Analytics Specialization; Master of Science, Human Resource Management"
AP,D265,Critical Thinking: Reason and Evidence,3,20,School of Business; Leavitt School of Health; School of Technology,"Bachelor of Science, Accounting; Bachelor of Science, Human Resource Management; Bachelor of Science, Business Management; Bachelor of Science, Marketing; Bachelor of Science, Communications; Bachelor of Science, Finance; Bachelor of Science, Healthcare Administration; Bachelor of Science, Project Management; Bachelor of Science, Supply Chain and Operations Management; Bachelor of Science, User Experience Design; Bachelor of Science, Nursing - Prelicensure (Pre-Nursing); Bachelor of Science, Health Information Management; Bachelor of Science, Health and Human Services; Bachelor of Science, Health Science; Bachelor of Science in Psychology; Bachelor of Science, Public Health; Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Data Analytics; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT)"
AP,D266,World History: Diverse Cultures and Global Connections,3,15,School of Business; Leavitt School of Health,"Bachelor of Science, Human Resource Management; Bachelor of Science, Business Management; Bachelor of Science, Marketing; Bachelor of Science, Communications; Bachelor of Science, Project Management; Bachelor of Science, Supply Chain and Operations Management; Bachelor of Science, User Experience Design; Bachelor of Science, Nursing - Prelicensure (Pre-Nursing); Bachelor of Science, Nursing; Bachelor of Science, Health Science; Bachelor of Science in Psychology; Bachelor of Science, Public Health; Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)"
AP,D267,US History: Stories of American Democracy,3,6,School of Business; School of Technology,"Bachelor of Science, Accounting; Bachelor of Science, Finance; Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Cisco; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure"
AP,D268,Introduction to Communication: Connecting with Others,3,41,School of Business; Leavitt School of Health; School of Technology; School of Education,"Bachelor of Science, Accounting; Bachelor of Science, Human Resource Management; Bachelor of Science, Business Management; Bachelor of Science, Marketing; Bachelor of Science, Communications; Bachelor of Science, Finance; Bachelor of Science, Healthcare Administration; Bachelor of Science, Project Management; Bachelor of Science, Supply Chain and Operations Management; Bachelor of Science, User Experience Design; Bachelor of Science, Nursing - Prelicensure (Pre-Nursing); Bachelor of Science, Nursing; Bachelor of Science, Health Information Management; Bachelor of Science, Health and Human Services; Bachelor of Science, Health Science; Bachelor of Science in Psychology; Bachelor of Science, Public Health; Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN); Bachelor of Science, AI Engineering; Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Data Analytics; Bachelor of Arts, Elementary Education; Bachelor of Arts, Special Education and Elementary Education (Dual Licensure); Bachelor of Arts, Special Education, Mild to Moderate; Bachelor of Science, Mathematics Education (Secondary); Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics); Bachelor of Arts, Educational Studies in Elementary Education; Bachelor of Arts, Educational Studies in Special and Elementary Education; Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education; Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education"
AP,D269,Composition: Writing with a Strategy,3,31,School of Business; Leavitt School of Health; School of Technology; School of Education,"Bachelor of Science, Human Resource Management; Bachelor of Science, Communications; Bachelor of Science, Healthcare Administration; Bachelor of Science, User Experience Design; Bachelor of Science, Nursing - Prelicensure (Pre-Nursing); Bachelor of Science, Nursing; Bachelor of Science, Health Information Management; Bachelor of Science, Health and Human Services; Bachelor of Science, Health Science; Bachelor of Science in Psychology; Bachelor of Science, Public Health; Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN); Bachelor of Science, Data Analytics; Bachelor of Arts, Elementary Education; Bachelor of Arts, Special Education and Elementary Education (Dual Licensure); Bachelor of Arts, Special Education, Mild to Moderate; Bachelor of Science, Mathematics Education (Secondary); Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics); Bachelor of Arts, Educational Studies in Elementary Education; Bachelor of Arts, Educational Studies in Special and Elementary Education; Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education; Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education"
AP,D270,Composition: Successful Self-Expression,3,38,School of Business; Leavitt School of Health; School of Technology; School of Education,"Bachelor of Science, Accounting; Bachelor of Science, Human Resource Management; Bachelor of Science, Business Management; Bachelor of Science, Marketing; Bachelor of Science, Finance; Bachelor of Science, Project Management; Bachelor of Science, Supply Chain and Operations Management; Bachelor of Science, Health Information Management; Bachelor of Science in Psychology; Bachelor of Science, AI Engineering; Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Cisco; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure; Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]; Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Arts, Elementary Education; Bachelor of Arts, Special Education and Elementary Education (Dual Licensure); Bachelor of Arts, Special Education, Mild to Moderate; Bachelor of Science, Mathematics Education (Secondary); Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics); Bachelor of Arts, Educational Studies in Elementary Education; Bachelor of Arts, Educational Studies in Special and Elementary Education; Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education; Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education"
AP,D276,Web Development Foundations,3,7,School of Technology,"Bachelor of Science, AI Engineering; Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Data Analytics; Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]; Bachelor of Science, Software Engineering (BSSWE to MSSWE)"
AP,D277,Front-End Web Development,3,3,School of Technology,"Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]; Bachelor of Science, Software Engineering (BSSWE to MSSWE)"
AP,D278,Scripting and Programming - Foundations,3,6,School of Technology,"Bachelor of Science, Computer Science; Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Data Analytics; Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]; Bachelor of Science, Software Engineering (BSSWE to MSSWE)"
AP,D279,User Interface Design,3,3,School of Technology,"Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]; Bachelor of Science, Software Engineering (BSSWE to MSSWE)"
AP,D280,JavaScript Programming,3,3,School of Technology,"Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]; Bachelor of Science, Software Engineering (BSSWE to MSSWE)"
AP,D281,Linux Foundations,3,9,School of Technology,"Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Cisco; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure; Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT)"
AP,D282,Cloud Foundations,3,6,School of Technology,"Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Data Analytics; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]"
AP,D284,Software Engineering,4,5,School of Technology,"Bachelor of Science, AI Engineering; Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]"
AP,D286,Java Fundamentals,3,4,School of Technology,"Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering (BSSWE to MSSWE)"
AP,D287,Java Frameworks,3,4,School of Technology,"Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering (BSSWE to MSSWE)"
AP,D288,Back-End Programming,3,4,School of Technology,"Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering (BSSWE to MSSWE)"
AP,D291,Learning Experience Design Foundations I,3,3,School of Education,"Master of Education, Education Technology and Instructional Design [MEDETID]; Master of Education, Education Technology and Instructional Design [MEDETIDA]; Master of Education, Education Technology and Instructional Design"
AP,D292,Learning Experience Design Foundations II,3,3,School of Education,"Master of Education, Education Technology and Instructional Design [MEDETID]; Master of Education, Education Technology and Instructional Design [MEDETIDA]; Master of Education, Education Technology and Instructional Design"
AP,D293,Assessment and Learning Analytics,3,3,School of Education,"Master of Education, Education Technology and Instructional Design [MEDETID]; Master of Education, Education Technology and Instructional Design [MEDETIDA]; Master of Education, Education Technology and Instructional Design"
AP,D294,Learning Technology,3,4,School of Technology; School of Education,"Master of Science, Computer Science, Human-Computer Interaction; Master of Education, Education Technology and Instructional Design [MEDETID]; Master of Education, Education Technology and Instructional Design [MEDETIDA]; Master of Education, Education Technology and Instructional Design"
AP,D295,Designing and Facilitating E-Learning Experiences for K–12,3,2,School of Education,"Master of Education, Education Technology and Instructional Design [MEDETID]; Master of Education, Education Technology and Instructional Design"
AP,D296,Quality and Impact of K–12 E-Learning Solutions,3,2,School of Education,"Master of Education, Education Technology and Instructional Design [MEDETID]; Master of Education, Education Technology and Instructional Design"
AP,D297,Designing E-Learning Experiences for Adults,3,2,School of Education,"Master of Education, Education Technology and Instructional Design [MEDETID]; Master of Education, Education Technology and Instructional Design [MEDETIDA]"
AP,D298,Quality and Impact of Adult E-Learning Solutions,3,2,School of Education,"Master of Education, Education Technology and Instructional Design [MEDETID]; Master of Education, Education Technology and Instructional Design [MEDETIDA]"
AP,D299,Learning Experience Design Lab,3,3,School of Education,"Master of Education, Education Technology and Instructional Design [MEDETID]; Master of Education, Education Technology and Instructional Design [MEDETIDA]; Master of Education, Education Technology and Instructional Design"
AP,D300,Identifying Learner Needs and a Research Problem,3,3,School of Education,"Master of Education, Education Technology and Instructional Design [MEDETID]; Master of Education, Education Technology and Instructional Design [MEDETIDA]; Master of Education, Education Technology and Instructional Design"
AP,D301,Developing an E-Learning Solution and Research Methodology,3,3,School of Education,"Master of Education, Education Technology and Instructional Design [MEDETID]; Master of Education, Education Technology and Instructional Design [MEDETIDA]; Master of Education, Education Technology and Instructional Design"
AP,D302,Implementing and Evaluating E-Learning Solutions,5,3,School of Education,"Master of Education, Education Technology and Instructional Design [MEDETID]; Master of Education, Education Technology and Instructional Design [MEDETIDA]; Master of Education, Education Technology and Instructional Design"
AP,D303,Azure Fundamentals,3,1,School of Technology,"Bachelor of Science, Cloud and Network Engineering - Microsoft Azure"
AP,D308,Mobile Application Development (Android),3,2,School of Technology,"Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering (BSSWE to MSSWE)"
AP,D311,Microbiology with Lab: A Fundamental Approach,4,6,Leavitt School of Health,"Bachelor of Science, Nursing - Prelicensure (Pre-Nursing); Bachelor of Science, Nursing; Bachelor of Science, Health Science; Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)"
AP,D312,Anatomy and Physiology I with Lab,4,6,Leavitt School of Health,"Bachelor of Science, Nursing - Prelicensure (Pre-Nursing); Bachelor of Science, Nursing; Bachelor of Science, Health Science; Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)"
AP,D313,Anatomy and Physiology II with Lab,4,6,Leavitt School of Health,"Bachelor of Science, Nursing - Prelicensure (Pre-Nursing); Bachelor of Science, Nursing; Bachelor of Science, Health Science; Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)"
AP,D314,Essentials of Academic Writing,1,2,Leavitt School of Health,"Post-Master's Certificate, Nursing - Nursing Education (Post-MSN); Post-Master's Certificate, Nursing - Leadership and Management (Post-MSN)"
AP,D315,Network and Security - Foundations,3,13,School of Technology,"Bachelor of Science, AI Engineering; Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Cisco; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure; Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Data Analytics; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]"
AP,D316,IT Foundations,4,7,School of Technology,"Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Cisco; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure; Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT)"
AP,D317,IT Applications,4,7,School of Technology,"Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Cisco; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure; Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT)"
AP,D318,Cloud Applications,3,4,School of Technology,"Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Cisco; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT)"
AP,D319,AWS Cloud Architecture,3,1,School of Technology,"Bachelor of Science, Cloud and Network Engineering - Amazon Web Services"
AP,D320,Managing Cloud Security,4,1,School of Technology,"Bachelor of Science, Cybersecurity and Information Assurance"
AP,D322,Introduction to IT,4,4,School of Technology,"Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]; Bachelor of Science, Software Engineering (BSSWE to MSSWE)"
AP,D324,Business of IT - Project Management,4,6,School of Technology,"Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Data Analytics; Bachelor of Science, Information Technology; Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]; Bachelor of Science, Software Engineering (BSSWE to MSSWE)"
AP,D325,Networks,4,6,School of Technology,"Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure; Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT)"
AP,D326,Advanced Data Management,3,4,School of Technology,"Bachelor of Science, Data Analytics; Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]; Bachelor of Science, Software Engineering (BSSWE to MSSWE)"
AP,D329,Network and Security - Applications,4,6,School of Technology,"Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure; Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT)"
AP,D332,Penetration Testing and Vulnerability Analysis,4,1,School of Technology,"Bachelor of Science, Cybersecurity and Information Assurance"
AP,D333,Ethics in Technology,3,12,School of Business; School of Technology,"Bachelor of Science, Business Management; Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Cisco; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure; Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Data Analytics; Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]; Bachelor of Science, Software Engineering (BSSWE to MSSWE)"
AP,D335,Introduction to Programming in Python,3,4,School of Technology,"Bachelor of Science, Data Analytics; Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]; Bachelor of Science, Software Engineering (BSSWE to MSSWE)"
AP,D336,Business of IT – Applications,4,12,School of Technology,"Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Cisco; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure; Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]; Bachelor of Science, Software Engineering (BSSWE to MSSWE)"
AP,D337,Internet of Things (IoT) and Infrastructure,3,4,School of Technology,"Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Cisco; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure"
AP,D338,Cloud Platform Solutions,3,1,School of Technology,"Bachelor of Science, Cloud and Network Engineering - Microsoft Azure"
AP,D339,Technical Communication,3,8,School of Technology,"Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Cisco; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure; Bachelor of Science, Information Technology; Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]; Bachelor of Science, Software Engineering (BSSWE to MSSWE)"
AP,D340,Cyber Defense and Countermeasures,4,1,School of Technology,"Bachelor of Science, Cybersecurity and Information Assurance"
AP,D341,Cloud Deployment and Operations,3,1,School of Technology,"Bachelor of Science, Cloud and Network Engineering - Amazon Web Services"
AP,D343,Foundations of Advanced Psychiatric Mental Health Practice,3,2,Leavitt School of Health,"Master of Science, Nursing - Psychiatric Mental Health Nurse Practitioner; Post-Master's Certificate, Nursing - Psychiatric Mental Health Nurse Practitioner (Post-MSN)"
AP,D344,The Assessment and Diagnostic Process of Psychiatric Nurse,3,2,Leavitt School of Health,"Master of Science, Nursing - Psychiatric Mental Health Nurse Practitioner; Post-Master's Certificate, Nursing - Psychiatric Mental Health Nurse Practitioner (Post-MSN)"
AP,D345,Psychopharmacology for Advanced Psychiatric Mental Health,3,2,Leavitt School of Health,"Master of Science, Nursing - Psychiatric Mental Health Nurse Practitioner; Post-Master's Certificate, Nursing - Psychiatric Mental Health Nurse Practitioner (Post-MSN)"
AP,D346,Advanced Psychological Care of Adults and Older Adults,3,2,Leavitt School of Health,"Master of Science, Nursing - Psychiatric Mental Health Nurse Practitioner; Post-Master's Certificate, Nursing - Psychiatric Mental Health Nurse Practitioner (Post-MSN)"
AP,D347,Advanced Psychological Care of Children and Adolescents,3,2,Leavitt School of Health,"Master of Science, Nursing - Psychiatric Mental Health Nurse Practitioner; Post-Master's Certificate, Nursing - Psychiatric Mental Health Nurse Practitioner (Post-MSN)"
AP,D348,Psychiatric Mental Health Nurse Practitioner Clinical Internship I,3,2,Leavitt School of Health,"Master of Science, Nursing - Psychiatric Mental Health Nurse Practitioner; Post-Master's Certificate, Nursing - Psychiatric Mental Health Nurse Practitioner (Post-MSN)"
AP,D349,Psychiatric Mental Health Nurse Practitioner Clinical Internship,3,2,Leavitt School of Health,"Master of Science, Nursing - Psychiatric Mental Health Nurse Practitioner; Post-Master's Certificate, Nursing - Psychiatric Mental Health Nurse Practitioner (Post-MSN)"
AP,D350,Psychiatric Mental Health Nurse Practitioner Clinical Internship,3,2,Leavitt School of Health,"Master of Science, Nursing - Psychiatric Mental Health Nurse Practitioner; Post-Master's Certificate, Nursing - Psychiatric Mental Health Nurse Practitioner (Post-MSN)"
AP,D351,Functions of Human Resource Management,3,7,School of Business,"Bachelor of Science, Human Resource Management; Bachelor of Science, Business Management; Bachelor of Science, Marketing; Bachelor of Science, Communications; Bachelor of Science, Finance; Bachelor of Science, Supply Chain and Operations Management; Bachelor of Science, User Experience Design"
AP,D352,Employment and Labor Law,3,2,School of Business,"Bachelor of Science, Human Resource Management; Bachelor of Science, Finance"
